,Proteomics,MIF,Druggability,Structure,MSF,TM,Target,Essential,prediction,Product Description,Gene Name or Symbol
PF3D7_1104700,0.7436374034887046,0.2254,0.1159999999999999,1.0,-2.2546,0.0,0,1.0,0.8134316972677427,"DNA-directed RNA polymerase III subunit RPC8, putative",RPC25
PF3D7_1104800,0.2293394338004003,0.2428333333333333,0.7989999999999999,0.8729016786570744,-1.9635,9.0,0,1.0,0.738193368159003,"metabolite/drug transporter, putative",
PF3D7_1104900,0.2293394338004003,0.9774333333333334,0.472,0.1635802469135802,1.82515,0.0,0,0.0,0.003350058841081667,"calcium/calmodulin-dependent protein kinase, putative",
PF3D7_1105000,0.7273377180440378,0.1383666666666666,0.4165,0.9873417721518988,-2.968,0.0,0,1.0,0.9161502402717684,histone H4,H4
PF3D7_1105200,0.2293394338004003,0.9683,0.3289999999999999,0.8790496760259179,0.7103499999999999,0.0,0,0.0,0.08259640308784488,"WD repeat-containing protein WRAP73, putative",WDR8
PF3D7_1105300,0.7436374034887046,0.7303333333333333,0.55,0.3465753424657534,-0.4177999999999999,1.0,0,1.0,0.3639455887463887,"conserved Plasmodium protein, unknown function",
PF3D7_1105400,0.7273377180440378,0.1053333333333333,0.632,0.992337164750958,-2.3966000000000003,0.0,0,1.0,0.9074392168441906,"40S ribosomal protein S4, putative",RPS4
PF3D7_1105500,0.2293394338004003,0.1563,0.1765,0.7660818713450293,-2.33465,0.0,0,1.0,0.4106866763317067,centrin-4,CEN4
PF3D7_1105600,0.8909064912782385,0.1166333333333333,0.4415,0.5662805662805663,-2.403,0.0,0,1.0,0.6629511456200426,translocon component PTEX88,PTEX88
PF3D7_1105700,0.8169859879897055,0.1807666666666666,0.5045,0.9881422924901184,-2.0978000000000003,0.0,0,1.0,0.8913899865774442,"tRNA-splicing ligase RtcB, putative",RTCB
PF3D7_1105800,0.8204175007148985,0.1110333333333333,0.102,0.6691729323308271,-2.1796,1.0,0,1.0,0.511589396353085,"conserved Apicomplexan protein, unknown function",
PF3D7_1106000,0.8169859879897055,0.1812333333333333,0.4835,0.8535031847133758,-2.1346,0.0,0,1.0,0.8314491562093117,RuvB-like helicase 2,RUVB2
PF3D7_1106100,0.2293394338004003,0.3936999999999999,0.362,0.6505576208178439,0.54165,1.0,0,1.0,0.08870566317064195,"ribosomal protein S15, apicoplast, putative",
PF3D7_1106200,0.8169859879897055,0.1555666666666666,0.4905,0.3465491923641703,-2.38315,0.0,0,1.0,0.4701548159265995,"conserved Plasmodium protein, unknown function",
PF3D7_1106300,0.2293394338004003,0.2179666666666666,0.4315,0.694406548431105,-2.2021,0.0,0,1.0,0.4737404763102342,"5'-3' exoribonuclease 1, putative",XRN1
PF3D7_1106400,0.2293394338004003,0.1648333333333333,0.1375,0.5517241379310345,-2.25805,0.0,0,1.0,0.2177594226950019,"conserved Plasmodium protein, unknown function",
PF3D7_1106500,0.2293394338004003,0.1535333333333333,0.841,0.1909945571499257,-2.3253000000000004,0.0,0,1.0,0.23017474829486861,"conserved Plasmodium protein, unknown function",
PF3D7_1106600,0.2293394338004003,0.1285,0.044,0.2018278750952018,-2.2256,0.0,0,1.0,0.05384700866117967,"DEAD/DEAH box helicase, putative",
PF3D7_1106700,0.7273377180440378,0.7159666666666666,0.802,0.478515625,-0.10445,0.0,0,0.0,0.13457014462393016,"DNA replication ATP-dependent helicase/nuclease DNA2, putative",DNA2
PF3D7_1106900,0.2293394338004003,0.6994666666666668,0.575,0.9583333333333334,1.9704,0.0,0,1.0,0.21523788805959654,"conserved Plasmodium protein, unknown function",
PF3D7_1107000,0.7436374034887046,0.3449,0.2905,0.7301587301587301,-1.87055,0.0,0,0.0,0.22753773079327932,"U6 snRNA-associated Sm-like protein LSm4, putative",LSM4
PF3D7_1107700,0.5932227623677437,0.1363666666666666,0.158,0.6391912908242613,-2.4269,0.0,0,1.0,0.46864960007707873,pescadillo homolog,PES
PF3D7_1107900,0.2293394338004003,0.998,0.6615,0.2660044150110375,1.29765,5.0,0,0.0,0.010865956152569464,"mechanosensitive ion channel protein, putative",MSCS
PF3D7_1108000,0.7436374034887046,0.8535333333333334,0.2784999999999999,0.3503521126760563,0.54105,0.0,0,0.0,0.027291225854488056,"IWS1-like protein, putative",
PF3D7_1108200,0.6642836717186159,0.6976666666666667,0.32,0.9634146341463414,-0.0867999999999999,0.0,0,1.0,0.6876425681495114,D-tyrosyl-tRNA(Tyr) deacylase,DTD
PF3D7_1108300,0.2293394338004003,0.4385333333333334,0.1795,0.9626168224299064,0.25925,0.0,0,0.0,0.040799012937918974,pterin-4a-carbinolamine dehydratase,PCD
PF3D7_1108400,0.7436374034887046,0.1079333333333333,0.297,0.9731343283582088,-2.66865,0.0,0,1.0,0.8605584788706858,"casein kinase 2, alpha subunit",CK2alpha
PF3D7_1108500,0.6308110427692748,0.5566,0.2895,0.9357798165137616,0.12565,0.0,0,0.0,0.13091824657582252,"succinate--CoA ligase [ADP-forming] subunit alpha, putative",SCS-alpha
PF3D7_1108600,0.720640823916464,0.1127666666666666,0.1285,0.597667638483965,-2.7636000000000003,0.0,0,1.0,0.5352565060773988,endoplasmic reticulum-resident calcium binding protein,ERC
PF3D7_1108700,0.7436374034887046,0.1174333333333333,0.222,0.725925925925926,-2.66435,1.0,0,1.0,0.6817476164028278,heat shock protein J2,Pfj2
PF3D7_1109900,0.7505364039479331,0.1030666666666666,0.0555,0.9732142857142856,-2.34005,0.0,0,1.0,0.7455748735385358,60S ribosomal protein L36,RPL36
PF3D7_1110000,0.2293394338004003,1.0,0.148,0.7317073170731707,0.0,1.0,0,0.0,0.06554933582501021,"conserved Plasmodium protein, unknown function",
PF3D7_1110100,0.8204175007148985,0.7033333333333335,0.293,0.1,-0.3827500000000001,4.0,0,1.0,0.12490075598397322,C2 domain-containing membrane protein,C2DMA
PF3D7_1110200,0.7273377180440378,0.3385333333333333,0.538,0.5492851768246803,-2.38045,0.0,0,0.0,0.2635292901864083,"pre-mRNA-processing factor 6, putative",PRPF6
PF3D7_1110300,0.2293394338004003,0.9857333333333336,0.2865,0.3257918552036199,0.4246499999999999,0.0,0,0.0,0.013819981384724568,"G-patch domain-containing protein, putative",
PF3D7_1110500,0.5075779239348013,0.0941666666666666,0.5315,0.7066666666666667,-2.3873,0.0,0,1.0,0.6377617016939162,"vacuolar protein sorting-associated protein 35, putative",VPS35
PF3D7_1110600,0.2293394338004003,0.1126333333333333,0.4315,0.9719101123595506,-2.3902,0.0,0,1.0,0.7015331892205112,"ribosomal protein L11, mitochondrial, putative",
PF3D7_1110800,0.2293394338004003,0.121,0.4775,0.9601990049751244,-3.226,0.0,0,1.0,0.8345610813138941,"conserved Plasmodium protein, unknown function",
PF3D7_1110900,0.68974395651552,0.7437666666666667,0.189,0.3454231433506045,0.0233499999999999,0.0,0,0.0,0.024691082145247217,"ES2 protein, putative",
PF3D7_1111000,0.7436374034887046,0.4396333333333333,0.301,0.4024179620034542,-0.3914999999999999,0.0,0,1.0,0.18568653762301263,RNA cytosine C(5)-methyltransferase NSUN2,NSUN2
PF3D7_1111100,0.8737489276522734,0.3563333333333333,0.278,0.9541547277936964,-0.0504999999999999,0.0,0,1.0,0.5775550271307289,"replication factor C subunit 5, putative",RFC5
PF3D7_1111200,0.7436374034887046,0.9250333333333334,0.392,0.7592592592592593,1.82775,0.0,0,0.0,0.05980355545224237,"transcription elongation regulator 1-like protein, putative",
PF3D7_1111300,0.6331140977981127,0.1087666666666666,0.43,0.0276816608996539,-2.60135,1.0,0,1.0,0.15331413124478355,"protein transport protein BOS1, putative",BOS1
PF3D7_1111400,0.2293394338004003,0.7084,0.879,0.3138297872340425,0.4932999999999998,0.0,0,1.0,0.13758217165667505,"conserved Plasmodium protein, unknown function",
PF3D7_1111500,0.7273377180440378,0.9947666666666668,0.102,0.7441860465116279,1.41805,0.0,0,0.0,0.051284988247395996,"acylphosphatase, putative",
PF3D7_1111600,0.2293394338004003,0.6916333333333333,0.56,0.4475806451612903,-0.1074999999999999,0.0,0,1.0,0.18273129968341575,"endonuclease/exonuclease/phosphatase family protein, putative",
PF3D7_1111900,0.8096123587469604,0.7512333333333333,0.1435,0.7372881355932204,0.7493,0.0,0,1.0,0.3325964731944095,"Josephin domain-containing protein, putative",
PF3D7_1112100,0.7273377180440378,0.4147,0.385,0.1024390243902439,-2.1294,3.0,0,0.0,0.04465545440352806,"protein kinase, putative",
PF3D7_1112200,0.2293394338004003,0.1289,0.593,0.5915492957746479,-2.66035,0.0,0,1.0,0.5050972011443063,"ubiquinone biosynthesis protein COQ4, putative",COQ4
PF3D7_1112300,0.2293394338004003,0.1443333333333333,0.441,0.3704142011834319,-2.5603,0.0,0,1.0,0.24075688170731535,"conserved Plasmodium protein, unknown function",
PF3D7_1112400,0.7273377180440378,0.3985666666666667,0.144,0.6282722513089005,-1.0148,0.0,0,1.0,0.36659401916097833,"nucleic acid binding protein, putative",
PF3D7_1112500,0.7436374034887046,0.5729666666666667,0.5435,0.4496402877697841,-0.2863,0.0,0,1.0,0.3480060043994675,"RNA transcription, translation and transport factor protein, putative",
PF3D7_1112600,0.2293394338004003,0.7106666666666666,0.3085,0.5332390381895332,0.30925,0.0,0,1.0,0.12129406857004839,"ATPase, putative",
PF3D7_1112700,0.2293394338004003,0.9996666666666668,0.2334999999999999,0.7135461604831751,1.4338000000000002,0.0,0,0.0,0.02306217852160256,"conserved Plasmodium protein, unknown function",
PF3D7_1113100,0.8204175007148985,0.2071333333333333,0.4665,0.6743119266055045,-2.3431,0.0,0,1.0,0.75667486208868,protein tyrosine phosphatase,PRL
PF3D7_1113300,0.6308110427692748,0.1048666666666666,0.4345,0.8629737609329446,-2.6456,8.0,0,1.0,0.7941915758169893,"UDP-galactose transporter, putative",UGT
PF3D7_1113400,0.7436374034887046,0.3683666666666667,0.357,0.5103092783505154,-2.46995,0.0,0,0.0,0.20489176125279876,"ubiquitin domain-containing protein DSK2, putative",DSK2
PF3D7_1113500,0.2293394338004003,0.6622333333333333,0.236,0.5931232091690545,1.19985,0.0,0,0.0,0.00882313100193095,"GTP-binding protein, putative",
PF3D7_1113700,0.6331140977981127,0.7383666666666667,0.3969999999999999,0.898876404494382,1.97395,0.0,0,0.0,0.048904094715897614,glyoxalase I,GLO1
PF3D7_1113900,0.2293394338004003,0.7155999999999999,0.3675,0.687007874015748,0.4362499999999998,0.0,0,1.0,0.1994950582019514,mitogen-activated protein kinase 2,MAPK2
PF3D7_1114000,0.2293394338004003,0.5568666666666667,0.1989999999999999,0.37,-1.39965,0.0,0,0.0,0.024701785852670004,"dynein light chain Tctex-type, putative",
PF3D7_1114100,0.2293394338004003,0.7266333333333334,0.506,0.8453237410071942,0.0367000000000001,7.0,0,1.0,0.43870289545774765,rhomboid protease ROM1,ROM1
PF3D7_1114100,0.2293394338004003,0.7266333333333334,0.506,0.8453237410071942,0.0367000000000001,7.0,0,1.0,0.43870289545774765,rhomboid protease ROM1,ROM1
PF3D7_1114200,0.8737489276522734,0.1393,0.3015,0.8525469168900804,-2.95625,0.0,0,1.0,0.8746651008762824,"GTPase-activating protein, putative",
PF3D7_1114400,0.2293394338004003,0.1218333333333333,0.0815,0.6389324960753532,-2.54125,0.0,0,1.0,0.28477974567206765,"RAP protein, putative",
PF3D7_1114500,0.2293394338004003,0.1126666666666666,0.878,0.2009345794392523,-2.6506,0.0,0,1.0,0.2861476953637726,"conserved Plasmodium protein, unknown function",
PF3D7_1114700,0.2293394338004003,0.2070999999999999,0.2335,0.580829756795422,-2.12615,0.0,1,1.0,0.26861880714586683,cyclin-dependent-like kinase CLK3,CLK3
PF3D7_1114800,0.2293394338004003,0.6794333333333333,0.594,0.9035532994923858,0.9471500000000002,0.0,0,1.0,0.3436010744220019,"glycerol-3-phosphate dehydrogenase, putative",G3PDH
PF3D7_1114900,0.7436374034887046,0.3105,0.751,0.1963709677419355,-0.8281,0.0,0,1.0,0.21838522793460435,"filamin domain-containing protein, putative",
PF3D7_1115000,0.2293394338004003,0.1082,0.425,0.1379310344827586,-2.6576,0.0,0,1.0,0.1151237971224971,"conserved protein, unknown function",
PF3D7_1115100,0.2293394338004003,0.9524666666666668,0.439,0.6742671009771987,0.5990499999999999,0.0,0,0.0,0.052489475496813966,"conserved protein, unknown function",
PF3D7_1115200,0.5932227623677437,0.7736000000000001,0.1845,0.5611601513240857,-0.6632499999999999,0.0,0,0.0,0.0806336878769938,histone-lysine N-methyltransferase SET7,SET7
PF3D7_1115300,0.5075779239348013,0.9660666666666669,0.6495,0.6590909090909091,0.0696499999999999,1.0,0,0.0,0.17745829496789056,cysteine proteinase falcipain 2b,FP2B
PF3D7_1115400,0.7789533886188161,0.8901,0.7005,0.6342975206611571,0.29675,1.0,0,1.0,0.6504104489164889,cysteine proteinase falcipain 3,FP3
PF3D7_1115500,0.2293394338004003,0.3044333333333333,0.131,0.6493506493506493,-2.39865,0.0,0,1.0,0.3751843512867927,"AP2 domain transcription factor, putative",ApiAP2
PF3D7_1115600,0.6331140977981127,0.6898,0.212,0.9435897435897436,-0.4424499999999999,0.0,0,0.0,0.22296913525823392,peptidyl-prolyl cis-trans isomerase,CYP19B
PF3D7_1115900,0.2293394338004003,0.7028,0.5609999999999999,0.9146757679180888,-0.6941,4.0,0,0.0,0.2206303663554397,palmitoyltransferase DHHC9,DHHC9
PF3D7_1116100,0.6023458732656273,0.8889666666666667,0.7809999999999999,0.1792349726775956,-0.41245,0.0,0,0.0,0.06753078177858035,"serine esterase, putative",
PF3D7_1116200,0.7273377180440378,0.9513333333333334,0.2264999999999999,0.954337899543379,-0.0649999999999999,0.0,0,0.0,0.3213970124639095,pyridoxine biosynthesis protein PDX2,PDX2
PF3D7_1116200,0.7273377180440378,0.9513333333333334,0.2264999999999999,0.954337899543379,-0.0649999999999999,0.0,0,0.0,0.3213970124639095,pyridoxine biosynthesis protein PDX2,PDX2
PF3D7_1116300,0.7273377180440378,0.4268666666666667,0.0525,0.934131736526946,-0.68915,0.0,0,0.0,0.14501799922013994,peptidyl-prolyl cis-trans isomerase,CYP19C
PF3D7_1116400,0.8909064912782385,0.2967,0.301,0.7649484536082474,-0.4401,1.0,0,1.0,0.4688946324654083,guanine nucleotide-exchange factor SEC12,SEC12
PF3D7_1116600,0.2293394338004003,0.4219333333333333,0.545,0.7476635514018691,-2.28835,13.0,0,0.0,0.21725576027095114,"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3, putative",STT3
PF3D7_1116700,0.8572450293234158,0.7335333333333334,0.5555,0.69,0.20445,1.0,0,1.0,0.607051810439058,dipeptidyl aminopeptidase 1,DPAP1
PF3D7_1116800,0.8909064912782385,0.0797333333333333,0.5945,0.8863134657836644,-2.61595,1.0,0,1.0,0.904814833509353,heat shock protein 101,HSP101
PF3D7_1116900,0.5932227623677437,0.6367,0.0015,0.8066037735849056,0.93055,0.0,0,0.0,0.02903101663501344,"conserved protein, unknown function",
PF3D7_1117000,0.2293394338004003,0.9976666666666666,0.96,0.1488698363211223,0.9585,14.0,0,0.0,0.015169429632172236,"MFS domain-containing protein P115, putative",
PF3D7_1117100,0.6331140977981127,0.6942333333333334,0.662,0.7827956989247312,-0.1148500000000001,0.0,0,1.0,0.6779174809064467,ubiquitin carboxyl-terminal hydrolase UCH54,UCH54
PF3D7_1117300,0.8204175007148985,0.7149000000000001,0.1009999999999999,0.8671875,0.4819000000000002,3.0,0,1.0,0.4593114516827835,"conserved protein, unknown function",
PF3D7_1117400,0.8572450293234158,0.2838333333333333,0.3685,0.0604534005037783,-1.9842,1.0,0,1.0,0.19636731919859127,"conserved Plasmodium protein, unknown function",
PF3D7_1117500,0.7436374034887046,0.1439,0.2005,0.7807486631016043,-2.48495,0.0,1,1.0,0.6986477362181315,tyrosine--tRNA ligase,TyrRSapi
PF3D7_1117600,0.2293394338004003,0.6574666666666666,0.479,0.8758169934640523,2.16525,0.0,0,1.0,0.11489598954788588,peptidyl-tRNA hydrolase ICT1,ICT1
PF3D7_1117600,0.2293394338004003,0.6574666666666666,0.479,0.8758169934640523,2.16525,0.0,0,1.0,0.11489598954788588,peptidyl-tRNA hydrolase ICT1,ICT1
PF3D7_1117800,0.5413211323991993,0.2226,0.429,0.5088582677165354,-2.03225,0.0,0,1.0,0.41991188109497457,DNA mismatch repair protein MLH,MLH
PF3D7_1118100,0.7273377180440378,0.1098666666666666,0.3395,0.9419354838709676,-2.49445,0.0,0,1.0,0.8339896696623917,"AP-1 complex subunit sigma, putative",AP1S
PF3D7_1118200,0.541410384780432,0.1321,0.7304999999999999,0.6290322580645161,-2.20235,0.0,0,1.0,0.6593979625888364,"heat shock protein 90, putative",
PF3D7_1118300,0.7273377180440378,0.996,0.362,0.6922043010752689,1.96045,0.0,0,0.0,0.045126434525845055,"insulinase, putative",
PF3D7_1118400,0.6642836717186159,0.9765333333333334,0.7605,0.8921568627450981,-0.3366999999999999,0.0,0,0.0,0.5565204367441035,"haloacid dehalogenase-like hydrolase, putative",HAD4
PF3D7_1118500,0.7436374034887046,0.0849333333333333,0.363,0.702020202020202,-2.6406,0.0,0,1.0,0.7047183761147378,"nucleolar protein 56, putative",NOP56
PF3D7_1118600,0.7436374034887046,0.1794333333333333,0.492,0.6101973684210527,-2.2154000000000003,0.0,0,1.0,0.65257527350554,histone acetyltransferase MYST,MYST
PF3D7_1118800,0.2293394338004003,0.9577666666666668,0.1225,0.8516624040920716,0.62225,0.0,0,0.0,0.05401642820123371,"actin-related protein 2/3 complex subunit 1, putative",ARC40
PF3D7_1118900,0.2293394338004003,0.7187333333333333,0.3625,0.7379032258064516,-0.0314,0.0,0,1.0,0.30735782243259996,"conserved protein, unknown function",
PF3D7_1119000,0.8096123587469604,0.7268333333333334,0.4039999999999999,0.5525606469002695,-0.51025,0.0,0,0.0,0.13668267082923446,"acyl-CoA-binding protein, putative",
PF3D7_1119200,0.8169859879897055,0.7305,0.181,0.36,-1.3661,0.0,0,0.0,0.09476641603815067,"conserved protein, unknown function",
PF3D7_1119300,0.5808897153483049,0.5572,0.162,0.6496598639455783,-1.5647000000000002,0.0,0,0.0,0.13158845235422856,"splicing factor U2AF small subunit, putative",U2AF1
PF3D7_1119400,0.8096123587469604,1.0,0.9425,0.1895668374476013,-0.41345,2.0,0,0.0,0.16148301975919346,"ubiquitin-protein ligase, putative",
PF3D7_1119500,0.7273377180440378,0.1189,0.2029999999999999,0.8922018348623854,-2.58035,0.0,0,1.0,0.7778988177576708,"AP-4 complex subunit mu, putative",
PF3D7_1119600,0.2293394338004003,0.2859,0.6705,0.5038022813688213,-0.9491,1.0,0,1.0,0.22167620309320993,"ATP-dependent zinc metalloprotease FTSH, putative",
PF3D7_1119800,0.8169859879897055,0.6157666666666667,0.4115,0.755,-1.1092499999999998,0.0,0,1.0,0.7632174609041832,"alternative splicing factor ASF-1, putative",ASF1
PF3D7_1119900,0.68974395651552,0.9983333333333334,0.725,0.1212121212121212,1.6427999999999998,0.0,0,0.0,0.01388961722346154,"protein transport protein SEC16, putative",SEC16
PF3D7_1120100,0.7273377180440378,0.1468,0.113,0.984,-2.26815,0.0,0,1.0,0.7715365529438715,"phosphoglycerate mutase, putative",PGM1
PF3D7_1120300,0.2293394338004003,0.7243333333333334,0.6439999999999999,0.5708884688090737,1.6816,2.0,0,0.0,0.013460633909248055,"CorA-like Mg2+ transporter protein, putative",MIT1
PF3D7_1120400,0.8737489276522734,0.6524666666666666,0.557,0.7303664921465969,-0.8038,0.0,0,1.0,0.7855755393055046,"alpha/beta hydrolase fold domain containing protein, putative",
PF3D7_1120500,0.7273377180440378,0.1306666666666666,0.147,0.6232616940581542,-2.5291,0.0,0,1.0,0.5319829708535764,"tRNA nucleotidyltransferase, putative",
PF3D7_1120700,0.2293394338004003,0.997,0.883,0.2396166134185303,0.3798000000000001,0.0,0,0.0,0.033669797472576826,"conserved Plasmodium protein, unknown function",
PF3D7_1120800,0.2293394338004003,0.1615666666666666,0.367,0.6024096385542169,-2.03335,2.0,0,1.0,0.29795835448254526,"conserved Plasmodium protein, unknown function",
PF3D7_1121000,0.2293394338004003,0.5993,0.649,0.89419795221843,-0.2034999999999998,4.0,0,1.0,0.5430628359376931,palmitoyltransferase DHHC3,DHHC3
PF3D7_1121200,0.2293394338004003,0.4522666666666666,0.425,0.9548387096774194,-1.0006,0.0,0,1.0,0.5866322295352504,"conserved protein, unknown function",
PF3D7_1121300,0.2293394338004003,0.9993333333333334,0.8515,0.1582089552238806,0.7524500000000001,0.0,0,0.0,0.01750908452993487,tyrosine kinase-like protein,TKL2
PF3D7_1121400,0.2293394338004003,0.999,0.4499999999999999,0.5824742268041238,0.8265499999999999,0.0,0,0.0,0.035499167108301165,"WD repeat-containing protein, putative",
PF3D7_1121500,0.2293394338004003,0.1971333333333333,0.531,0.1961165048543689,-0.5508499999999998,0.0,0,1.0,0.03971559555083215,"conserved protein, unknown function",
PF3D7_1121600,0.8169859879897055,0.6269,0.299,0.3024691358024691,-1.39865,1.0,0,1.0,0.383640410639124,exported protein 1,EXP1
PF3D7_1121700,0.7505364039479331,0.9536666666666666,0.8454999999999999,0.5674019607843137,0.10105,0.0,0,0.0,0.25745757598103935,protein GCN20,GCN20
PF3D7_1121800,0.2293394338004003,1.0,0.827,0.3720355731225296,1.7709500000000002,0.0,0,0.0,0.015796423690915547,"peptidase M16, putative",
PF3D7_1121900,0.5932227623677437,0.1315333333333333,0.118,0.6933333333333334,-3.14305,0.0,0,1.0,0.6423226163460596,3-phosphoinositide-dependent protein kinase 1,PDK1
PF3D7_1122000,0.2293394338004003,0.0939,0.5695,0.7895833333333333,-2.6948,0.0,0,1.0,0.6598358324392668,"conserved protein, unknown function",
PF3D7_1122100,0.2293394338004003,0.1044333333333333,0.4429999999999999,0.6731517509727627,-2.6685,2.0,0,1.0,0.49054801700615525,"GPI transamidase component GPI16, putative",GPI16
PF3D7_1122200,0.8737489276522734,0.9963333333333332,0.5345,0.8677130044843049,0.4575,0.0,0,0.0,0.3728614083127002,JmjC domain-containing protein 3,JmjC3
PF3D7_1122300,0.6331140977981127,0.9790333333333332,0.38,0.1606648199445983,1.1947,2.0,0,0.0,0.01004506375114426,"conserved Plasmodium protein, unknown function",
PF3D7_1122400,0.7436374034887046,0.1166999999999999,0.744,0.2878965922444183,-2.6156,0.0,0,1.0,0.5317310012241131,"conserved Plasmodium protein, unknown function",
PF3D7_1122500,0.7273377180440378,0.7033333333333333,0.4659999999999999,0.0930470347648261,0.7616000000000003,0.0,0,1.0,0.06124581464285429,protein KIC10,KIC10
PF3D7_1122600,0.2293394338004003,0.9996666666666668,0.9105,0.3831877729257641,1.0909,0.0,0,0.0,0.033599800112286325,"conserved Plasmodium protein, unknown function",
PF3D7_1122700,0.8169859879897055,0.2064333333333333,0.8919999999999999,0.0866141732283464,-2.46525,2.0,0,1.0,0.4650202239356538,"conserved Plasmodium protein, unknown function",
PF3D7_1122800,0.2293394338004003,0.9986666666666668,0.7245,0.3283858998144712,1.11945,0.0,0,0.0,0.018836302160871864,calcium-dependent protein kinase 6,CDPK6
PF3D7_1123100,0.6642836717186159,0.1171333333333333,0.4685,0.0473856209150326,-2.2543,0.0,0,0.0,0.023356516945813397,calcium-dependent protein kinase 7,CDPK7
PF3D7_1123200,0.5085787818129825,0.5358999999999999,0.35,0.4238329238329238,-0.4538500000000001,0.0,0,1.0,0.1823515375633078,leucine-rich repeat protein,LRR11
PF3D7_1123400,0.6642836717186159,0.3787333333333333,0.271,0.8054054054054054,-1.7614,0.0,0,1.0,0.6938433085477435,"eukaryotic peptide chain release factor GTP-binding subunit, putative",ERF3
PF3D7_1123500,0.8169859879897055,0.3861333333333333,0.766,0.0763473053892215,-1.0849,2.0,0,0.0,0.04056598394280657,golgi protein 2,GP2
PF3D7_1123600,0.2293394338004003,0.1732333333333333,0.568,0.4943820224719101,-2.39235,0.0,0,1.0,0.37341463917058243,"RAP protein, putative",
PF3D7_1123700,0.2293394338004003,0.1367,0.298,0.56,-0.1843999999999999,0.0,0,1.0,0.06131481353077838,"ribosomal protein L37, mitochondrial, putative",
PF3D7_1123900,0.8169859879897055,0.3498666666666666,0.264,0.8344827586206897,-1.97425,0.0,0,1.0,0.7900782768437002,"13 kDa ribonucleoprotein-associated protein, putative",SNU13
PF3D7_1124000,0.68974395651552,0.4936,0.8785000000000001,0.8580645161290322,-0.17425,2.0,0,1.0,0.7601076725579247,"endoplasmic reticulum oxidoreductin, putative",ERO1
PF3D7_1124100,0.7436374034887046,0.1234333333333333,0.437,0.426497277676951,-2.3511,0.0,0,1.0,0.45842484107093284,"BEACH domain-containing protein, putative",BDCP
PF3D7_1124200,0.5932227623677437,0.991,0.2655,0.4844868735083532,0.6936500000000001,0.0,0,0.0,0.03824435569970599,"thioredoxin-like protein, putative",
PF3D7_1124400,0.7436374034887046,0.3591999999999999,0.1664999999999999,0.7210884353741497,-1.91375,0.0,0,1.0,0.6318582172110389,"U6 snRNA-associated Sm-like protein LSm1, putative",LSM1
PF3D7_1124600,0.6642836717186159,0.1305666666666666,0.056,0.8652482269503546,-2.3315,0.0,0,1.0,0.6363777463810255,ethanolamine kinase,EK
PF3D7_1124700,0.541410384780432,0.1036333333333333,0.369,0.5481727574750831,-2.61565,0.0,0,1.0,0.4840785801348537,"GrpE protein homolog, mitochondrial, putative",MGE1
PF3D7_1124800,0.6308110427692748,0.3329999999999999,0.379,0.902439024390244,-0.3997499999999998,0.0,0,1.0,0.5217949492779969,"ribosome biogenesis regulatory protein, putative",RRS1
PF3D7_1124900,0.8096123587469604,0.0903,0.485,0.961904761904762,-1.18355,0.0,0,1.0,0.7300931218988831,"60S ribosomal protein L35, putative",RPL35
PF3D7_1125000,0.2293394338004003,0.1491666666666666,0.611,0.3379310344827586,-2.6637,1.0,0,1.0,0.2995087218368039,"conserved protein, unknown function",
PF3D7_1125100,0.6331140977981127,0.1825333333333333,0.3915,0.9274193548387096,-2.30225,1.0,0,1.0,0.8121975722689515,"ATP synthase F0 subunit b-like protein, putative",ICAP2
PF3D7_1125200,0.2293394338004003,0.6784666666666667,0.408,0.7016806722689075,0.2637,3.0,0,1.0,0.22736876725383282,"ubiquitin-like domain-containing protein, putative",
PF3D7_1125300,0.2293394338004003,0.1559666666666666,0.473,0.5264532984977139,-2.1667,0.0,0,1.0,0.307738940169058,DNA-directed RNA polymerase,mtRNAP
PF3D7_1125400,0.6642836717186159,0.2668666666666666,0.412,0.6127659574468085,-1.998,0.0,0,1.0,0.5831371837868639,"mitochondrial import inner membrane translocase subunit TIM44, putative",TIM44
PF3D7_1125500,0.8204175007148985,0.3945666666666667,0.269,0.6428571428571429,-1.2833,0.0,0,0.0,0.13910998508854666,"small nuclear ribonucleoprotein Sm D1, putative",SNRPD1
PF3D7_1125600,0.2293394338004003,0.7033666666666667,0.3245,0.8674698795180723,2.7455,0.0,0,1.0,0.059440804589284045,respiratory chain complex 4 associated protein 1,C4AP1
PF3D7_1125700,0.2293394338004003,0.3782,0.798,0.5605381165919282,-2.21295,0.0,0,0.0,0.18231352539040338,"kelch domain-containing protein, putative",
PF3D7_1125800,0.4737519668144757,0.4353333333333333,0.339,0.6300675675675675,-1.4648,0.0,0,0.0,0.10263181987739262,"kelch domain-containing protein, putative",
PF3D7_1125900,0.7436374034887046,0.4249333333333334,0.3465,0.8817204301075269,0.0089000000000001,0.0,0,1.0,0.505807311099325,"XTBD domain-containing protein, putative",
PF3D7_1126000,0.5932227623677437,0.1119999999999999,0.6625,0.6939782823297137,-2.3703,0.0,1,1.0,0.7243935821070924,threonine--tRNA ligase,ThrRS
PF3D7_1126100,0.2293394338004003,0.1057666666666666,0.274,0.2735562310030395,-2.3524000000000003,0.0,0,1.0,0.10983533675258393,"autophagy-related protein 7, putative",ATG7
